,GEO_ID,NAME,DP03_0001E,DP03_0002E,DP03_0003E,DP03_0004E,DP03_0005E,DP03_0006E,DP03_0007E,DP03_0008E,DP03_0009E,DP03_0010E,DP03_0011E,DP03_0012E,DP03_0013E,DP03_0014E,DP03_0015E,DP03_0016E,DP03_0017E,DP03_0018E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0023E,DP03_0024E,DP03_0025E,DP03_0026E,DP03_0027E,DP03_0028E,DP03_0029E,DP03_0030E,DP03_0031E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,DP03_0051E,DP03_0052E,DP03_0053E,DP03_0054E,DP03_0055E,DP03_0056E,DP03_0057E,DP03_0058E,DP03_0059E,DP03_0060E,DP03_0061E,DP03_0062E,DP03_0063E,DP03_0064E,DP03_0065E,DP03_0066E,DP03_0067E,DP03_0068E,DP03_0069E,DP03_0070E,DP03_0071E,DP03_0072E,DP03_0073E,DP03_0074E,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,DP03_0086E,DP03_0087E,DP03_0088E,DP03_0089E,DP03_0090E,DP03_0091E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E,DP03_0119E,DP03_0120E,DP03_0121E,DP03_0122E,DP03_0123E,DP03_0124E,DP03_0125E,DP03_0126E,DP03_0127E,DP03_0128E,DP03_0129E,DP03_0130E,DP03_0131E,DP03_0132E,DP03_0133E,DP03_0134E,DP03_0135E,DP03_0136E,DP03_0137E
3108,0500000US55119,"Taylor County, Wisconsin",16022,10631,10631,10235,396,0,5391,10631,(X),7824,4854,4854,4697,1364,927,3354,2639,10029,7614,959,25,294,195,942,23.2,10235,2723,1253,1651,1544,3064,10235,1000,700,2960,228,850,635,100,464,463,1758,532,322,223,10235,8129,856,1170,80,8632,509,479,837,904,1424,1824,1229,1023,189,214,51698,64338,6662,66942,3024,18086,1355,19835,317,10982,179,2096,794,5934,189,100,337,615,985,1460,955,927,174,192,61360,75283,26881,2698,28462,36622,32210,42088,34833,20150,18563,14562,7235,1587,5042,464,11541,9712,9344,8531,7677,1070,813,368,311,184,132,57,1829,1576,1087,699,253,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3109,0500000US55121,"Trempealeau County, Wisconsin",22943,15515,15515,15051,464,0,7428,15515,(X),11321,7111,7111,6944,2331,1683,4640,3520,14879,11897,1409,25,481,203,864,22.7,15051,4478,2289,2580,1790,3914,15051,1121,1010,4241,344,1429,772,153,560,731,3020,735,514,421,15051,11997,1714,1310,30,11936,457,575,1241,1257,1794,2470,1758,1671,453,260,55865,67911,9296,69839,3993,18434,1927,18947,531,10010,159,2279,1052,7724,189,77,378,720,1067,1778,1423,1469,411,212,70125,80130,27733,4212,31687,41636,34689,45926,35891,29061,26818,21695,9082,2243,7600,665,16637,14159,13763,12654,11945,968,1109,396,302,173,149,94,2478,2129,1277,1079,349,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3110,0500000US55123,"Vernon County, Wisconsin",23460,13863,13860,13479,381,3,9597,13860,(X),11828,6531,6531,6371,2523,1385,5230,2995,13350,10515,930,60,503,352,990,24.9,13479,4223,2490,2368,1785,2613,13479,1035,1044,2081,468,1524,687,245,475,645,3599,768,542,366,13479,10297,1751,1366,65,12080,756,748,1447,1218,1758,2445,1581,1514,285,328,50905,66252,9008,69736,4341,17779,2495,19472,511,9710,168,2167,1037,8217,194,251,679,700,1227,1865,1391,1357,259,294,63529,79402,26726,3863,24888,36460,30934,44596,35300,30217,25543,19942,9996,4674,8375,2167,16364,12479,12168,10953,10132,1127,1215,311,216,155,77,95,3885,2733,1595,1338,1152,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3111,0500000US55125,"Vilas County, Wisconsin",18418,9907,9907,9182,725,0,8511,9907,(X),9152,4534,4534,4362,962,714,2370,1964,8978,7186,685,9,290,112,696,19.3,9182,2675,2168,2143,1251,945,9182,216,980,386,158,1361,401,185,445,835,1577,1650,517,471,9182,6654,1425,1061,42,10914,724,697,1380,1451,1879,2053,1021,1042,291,376,44285,63166,7271,55888,5098,20814,2822,27937,509,11050,235,2365,1391,6864,302,161,458,786,1289,1529,859,922,226,332,55392,76962,31206,4050,25720,38307,25605,44632,34007,21403,20042,14116,11357,1361,3680,133,11287,8735,8083,7134,5980,1448,949,652,569,167,444,83,2552,2357,1566,1036,195,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3112,0500000US55127,"Walworth County, Wisconsin",83565,56214,56206,53838,2368,8,27351,56206,(X),42172,26668,26665,25581,6390,4747,14820,11944,52687,42658,4601,287,1985,656,2500,24.5,53838,16491,10395,11333,5743,9876,53838,1500,4019,10252,1382,6168,2230,659,2234,4053,11687,6119,2104,1431,53838,44149,6230,3327,132,40372,2419,1585,3248,3706,5489,8058,5763,6458,1914,1732,61106,76997,31828,74857,13429,20512,7728,26239,1717,10444,684,2052,4610,26787,535,650,1258,2007,3241,5712,4623,5487,1785,1489,74947,91388,30593,13585,33984,45147,29427,49695,38196,102339,94237,76354,32162,8102,23519,1317,62364,50821,48930,43769,40591,4193,5161,1891,1454,925,571,437,11543,10356,7269,4097,1187,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3113,0500000US55129,"Washburn County, Wisconsin",13000,7292,7292,6973,319,0,5708,7292,(X),6585,3560,3560,3410,837,503,1994,1527,6844,5398,628,30,248,88,452,23.6,6973,2145,1332,1405,898,1193,6973,281,578,1148,157,803,358,73,262,390,1676,515,338,394,6973,5245,1079,631,18,7062,452,488,686,840,1190,1352,914,819,182,139,48422,64967,4795,60890,3176,19491,1788,28249,419,9447,134,1770,910,4564,87,172,299,467,701,1027,780,752,154,125,63542,78876,29336,2498,28874,38197,30634,46517,36264,15506,14639,10597,7034,867,3179,120,8545,6545,6249,5726,5089,830,523,296,262,133,141,34,2000,1811,1023,975,189,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3114,0500000US55131,"Washington County, Wisconsin",108188,75748,75708,73521,2187,40,32440,75708,(X),54659,35487,35487,34702,8626,6396,20888,16615,72552,62636,4629,400,1127,1104,2656,24.1,73521,27374,10871,16684,6102,12490,73521,990,4564,17036,2562,8142,2833,1039,4874,6018,14738,5119,3238,2368,73521,64108,6229,3165,19,54138,1394,1256,3409,4348,6829,10187,8514,10504,4463,3234,74062,92266,43362,93068,16859,21961,10884,20800,1447,10834,522,2108,3546,38089,472,456,902,1901,4183,6967,6938,9292,4050,2928,90303,106014,37631,16049,40789,56783,41384,60361,45315,133741,128314,110108,36332,5427,31894,998,79728,68591,66783,63565,61057,3715,3218,1808,1420,1059,420,388,11137,10361,7562,4309,776,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3115,0500000US55133,"Waukesha County, Wisconsin",322843,220480,220296,213895,6401,184,102363,220296,(X),165811,104342,104327,101624,24903,18548,60064,47146,211019,182408,13404,1293,2374,1731,9809,23.9,213895,99137,27196,49366,13537,24659,213895,900,12161,38835,8048,23064,7509,3681,17451,22683,49511,16281,8959,4812,213895,187686,17516,8387,306,157548,4162,3536,10106,10138,16401,25538,22577,32551,15610,16929,84331,110759,124442,113007,50618,22383,33426,26395,4006,11287,1479,3086,7444,110394,1389,1016,3015,4451,7866,16811,17457,28466,14448,15475,104438,131433,44301,47154,42454,59703,43976,69071,52195,396287,384925,336835,100645,11362,92490,1658,235126,198907,193536,186618,180169,9438,6918,5371,4490,3487,1171,881,36219,34461,27184,10141,1758,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3116,0500000US55135,"Waupaca County, Wisconsin",42256,27128,27126,26292,834,2,15128,27126,(X),20753,12753,12751,12387,2868,2258,7255,5863,25889,21719,1710,59,760,424,1217,23.4,26292,7072,4773,4850,3024,6573,26292,1050,1573,7639,568,2402,1072,312,1124,1324,5454,1911,985,878,26292,21260,3252,1741,39,22024,871,1245,2004,2319,3053,4760,3179,3224,793,576,57680,70688,16682,71053,8015,19460,4375,21246,974,10670,884,2478,2285,14055,287,356,796,1134,1825,3097,2616,2726,725,493,71077,83936,30627,7969,34463,44901,33090,52082,36423,49990,47140,37096,17245,2850,11169,479,29613,24694,23971,22240,20867,1908,1731,723,592,348,249,131,4919,4440,2609,2274,479,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3117,0500000US55137,"Waushara County, Wisconsin",20185,10903,10898,10464,434,5,9282,10898,(X),9510,4932,4927,4735,1325,822,2872,2008,10290,8283,1079,12,219,171,526,26.4,10464,2703,1845,1894,1558,2464,10464,714,809,2092,267,1021,559,145,431,500,2041,935,439,511,10464,8126,1511,801,26,9869,530,564,1123,1097,1480,2134,1265,1204,253,219,51195,65597,6752,65434,4477,19586,2464,21353,546,11254,469,2515,1170,6630,194,99,460,605,1053,1624,1112,1091,208,184,63600,75676,27347,3239,26825,41591,29540,48183,34919,22926,21135,15607,9901,1791,4698,402,12728,9681,9293,8374,7629,1005,919,388,278,160,171,110,3047,2709,1569,1478,338,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3118,0500000US55139,"Winnebago County, Wisconsin",138852,91021,90983,87968,3015,38,47831,90983,(X),69169,43315,43292,41988,10985,8068,22765,17454,86780,74014,5891,668,2029,1290,2888,18.4,87968,28260,15076,20606,5814,18212,87968,720,3602,21151,2558,10386,3382,1247,4502,7445,19159,7269,3713,2834,87968,74506,10191,3184,87,70173,3155,2933,7168,7661,9585,14343,9514,10194,2778,2842,57124,79230,54672,81461,21473,20309,13572,20462,3039,10453,1272,2801,6832,42219,1050,650,2441,3345,4551,9221,7318,8600,2444,2599,74583,100432,33000,27954,33994,44618,32035,51009,38498,165033,157218,127863,49860,7815,37649,1223,101873,84419,81758,77057,72399,6344,4701,2661,1929,1082,910,732,17454,16298,10721,6758,1156,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3119,0500000US55141,"Wood County, Wisconsin",59130,37907,37896,36451,1445,11,21223,37896,(X),30240,17967,17967,17342,4663,3087,10520,7974,35837,29441,3299,73,1101,664,1259,19.7,36451,11771,5684,7140,3969,7887,36451,1314,2136,7112,759,4129,2005,581,1866,1953,9505,2385,1660,1046,36451,30397,3774,2205,75,32245,1492,1471,3426,3657,5069,6424,4575,4143,1067,921,53473,68235,23989,69023,11711,19710,7047,21128,1506,10537,1062,3814,3962,20058,533,421,1075,1600,3054,4361,3721,3655,851,787,69246,82392,30006,12187,31446,41871,32891,49649,37503,72672,69250,53404,28225,3422,16671,570,41930,34355,33128,31097,28495,3491,2031,1227,936,490,526,291,7575,7065,4145,3617,510,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3120,0500000US56001,"Albany County, Wyoming",32234,22152,22128,21168,960,24,10082,22128,(X),15521,10422,10422,10036,2340,1270,3899,3145,20742,14510,1855,438,1948,981,1010,13.0,21168,9035,4205,3950,2198,1780,21168,732,1270,497,248,2245,526,223,805,1506,8807,2513,937,859,21168,13717,6483,952,16,16027,1557,1020,1902,2060,2003,2656,1751,2003,685,390,46865,62436,13917,57058,3476,19007,2383,27959,379,10078,169,2907,624,7456,181,190,424,585,784,1447,1304,1622,595,324,76924,88565,26665,8571,27701,38191,20231,43745,34879,37890,35076,30959,7601,2814,7176,272,26658,20664,19819,18102,17671,978,1717,845,685,645,58,160,5994,5371,4821,874,623,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3121,0500000US56003,"Big Horn County, Wyoming",9218,5468,5458,5178,280,10,3750,5458,(X),4549,2362,2362,2281,878,553,2055,1364,5089,3969,467,0,320,31,302,18.4,5178,1498,931,1002,951,796,5178,846,547,550,70,604,193,132,145,214,1112,337,238,190,5178,3709,992,450,27,4494,228,264,585,474,570,969,605,600,129,70,53435,61394,3407,61151,1692,19239,942,20411,149,10202,67,1794,233,2971,80,57,169,285,318,846,547,474,127,68,64750,74192,23978,1523,24475,35125,26910,50907,31767,11668,9825,7942,3655,1843,3203,371,6136,4730,4484,3557,3343,286,927,246,114,87,41,132,1406,1016,760,376,390,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3122,0500000US56005,"Campbell County, Wyoming",35745,25905,25905,24722,1183,0,9840,25905,(X),17054,11152,11152,10698,4512,2686,8240,6150,24305,19378,2513,562,363,368,1121,20.9,24722,6823,3362,5174,5218,4145,24722,5945,2190,663,832,2743,1789,278,897,1086,4686,1938,954,721,24722,19733,3799,1129,61,17488,727,561,1351,1300,1591,2494,2949,4145,1595,775,79916,88960,15256,88595,3333,19838,1997,27480,530,9629,218,2641,854,12359,349,207,976,806,992,1404,2324,3199,1407,695,86499,96545,33286,5129,52359,65114,42686,69383,40709,47215,42756,36852,9317,4459,13900,805,29449,24358,23250,20795,20195,1017,2455,1108,657,492,214,451,5091,4362,3142,1616,729,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3123,0500000US56007,"Carbon County, Wyoming",12173,7719,7716,7503,213,3,4454,7716,(X),5559,3287,3284,3192,1259,730,2290,1627,7387,5989,560,34,281,99,424,15.7,7503,2182,1303,1278,1414,1326,7503,1181,569,853,83,847,609,24,215,172,1148,717,240,845,7503,5596,1585,311,11,6341,366,377,513,646,788,1047,934,1099,382,189,60206,72687,5075,77978,1739,21267,708,21533,194,8614,54,1741,373,4258,175,128,189,347,542,761,707,938,315,156,74725,83400,29890,2083,32964,46538,38397,59154,38486,14709,13190,10874,3855,1519,3810,264,8581,7148,6954,6036,5890,239,918,194,90,81,13,104,1433,1204,875,390,229,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3124,0500000US56009,"Converse County, Wyoming",10868,7169,7169,6829,340,0,3699,7169,(X),5341,3183,3183,3021,1131,932,2160,1377,6702,5195,576,239,103,162,427,24.4,6829,1926,1054,1388,1590,871,6829,1603,469,103,46,499,742,135,240,353,1274,783,232,350,6829,5138,1254,424,13,5429,115,338,397,525,710,1072,703,1103,331,135,63923,78636,4408,77489,1602,19585,1024,23175,358,13494,75,4623,439,3680,11,44,220,206,462,784,594,969,284,106,81250,89273,32069,1749,33741,54371,32088,62724,35685,13944,12764,10540,4095,1180,3720,148,8059,6383,6083,5308,5055,421,775,300,195,158,37,105,1676,1524,1087,681,152,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3125,0500000US56011,"Crook County, Wyoming",5785,3574,3570,3446,124,4,2211,3570,(X),2826,1548,1548,1464,636,346,1094,815,3352,2388,256,35,151,84,438,27.1,3446,1009,456,548,786,647,3446,807,399,158,41,212,270,78,132,154,527,340,172,156,3446,2458,591,388,9,2924,197,47,226,369,317,517,498,419,204,130,64055,80831,2223,89430,949,19070,445,23643,45,9416,23,5370,47,2087,106,16,66,208,255,368,447,335,174,112,77517,91874,32256,837,33798,52699,40614,63727,36829,7339,6598,5381,2174,741,1903,129,4109,3197,3112,2684,2518,260,428,85,42,33,22,43,912,777,663,217,135,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3126,0500000US56013,"Fremont County, Wyoming",31000,19439,19422,18248,1174,17,11561,19422,(X),15516,9246,9246,8759,3170,2036,6039,4551,17172,12898,1772,120,640,594,1148,17.8,18248,6046,4066,3297,2671,2168,18248,1981,1409,425,235,2127,832,264,449,930,4870,2334,1012,1380,18248,11143,5294,1712,99,15003,820,614,1379,1583,2537,2751,2009,2097,680,533,54242,71542,11816,67150,5445,18575,3152,26425,594,8549,421,4136,1383,9835,394,219,501,873,1533,1950,1632,1721,588,424,66993,80445,27598,5168,34664,51763,29392,48068,36986,39434,32318,23068,14236,7116,10689,1800,22013,17228,16204,12834,11864,1524,3370,1024,457,313,165,567,4785,3428,1777,1859,1357,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3127,0500000US56015,"Goshen County, Wyoming",10973,6721,6721,6258,463,0,4252,6721,(X),5191,2861,2861,2658,807,613,1675,1348,6178,4939,521,6,251,115,346,18.0,6258,2145,1370,981,850,912,6258,655,359,312,121,472,709,87,162,298,1595,748,264,476,6258,4339,1292,594,33,5209,153,370,617,477,1005,851,678,765,185,108,49774,67499,3821,68993,1902,19897,1291,20109,271,11305,102,1663,382,3567,64,128,258,286,599,621,616,709,178,108,66547,81537,27739,1642,30268,35236,28237,43236,33807,13093,11483,9114,4634,1610,2974,364,7302,6027,5593,4610,4351,379,983,434,276,132,165,158,1275,1170,830,480,105,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3128,0500000US56017,"Hot Springs County, Wyoming",3839,2350,2350,2292,58,0,1489,2350,(X),1944,1062,1062,1031,280,197,523,364,2238,1596,234,11,161,14,222,20.0,2292,1005,339,388,305,255,2292,386,129,81,24,117,117,22,104,140,683,266,108,115,2292,1594,424,261,13,2209,149,96,208,285,332,316,346,338,69,70,51875,68162,1657,66610,965,18682,552,20742,61,8792,18,478,192,1437,80,21,71,134,217,218,248,312,67,69,70708,82876,32359,772,30529,37525,36228,53103,42500,4579,4073,3220,1757,506,923,104,2530,2016,1976,1711,1643,134,265,40,35,11,24,5,514,401,267,151,113,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3129,0500000US56019,"Johnson County, Wyoming",6735,4509,4509,4328,181,0,2226,4509,(X),3243,1980,1980,1956,517,342,1316,1119,4178,3159,488,10,135,77,309,21.5,4328,1250,877,808,633,760,4328,774,401,33,69,329,431,69,150,266,1064,302,230,210,4328,2983,910,402,33,3828,278,244,326,457,422,608,627,551,134,181,55991,77806,2892,81882,1369,18077,644,21575,56,7166,55,2887,26,2474,75,0,136,347,230,386,553,487,112,148,80491,94394,34885,1354,26887,40667,32246,50365,32929,8428,7267,6007,2554,1161,1986,195,4636,4096,3935,3195,3090,148,740,161,22,20,2,139,540,453,370,141,87,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3130,0500000US56021,"Laramie County, Wyoming",77505,52143,49621,46993,2628,2522,25362,49621,(X),38289,23784,23363,22042,7227,4880,14501,11375,48206,39476,4698,262,1106,716,1948,15.8,46993,17287,7767,10106,5939,5894,46993,1735,3491,1692,706,6562,3247,1021,2234,4167,10440,3867,1864,5967,46993,31946,12287,2585,175,39179,1842,1365,3571,3382,4788,7648,5745,7282,2086,1470,64220,80350,30936,79239,12194,19416,8923,26208,1680,9456,500,3773,2742,26007,688,670,1405,1616,2711,5315,4540,6141,1773,1148,77596,92076,32920,13172,36753,53313,35480,51485,40087,94276,86417,72631,27973,7859,23966,947,55991,45467,43215,38939,37239,3479,4276,2252,1297,921,440,955,10524,8870,6453,3653,1654,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3131,0500000US56023,"Lincoln County, Wyoming",14367,9583,9558,9134,424,25,4784,9558,(X),7078,4401,4383,4241,1499,845,3404,2639,8888,6243,1710,110,278,173,374,26.8,9134,2945,1408,1663,2197,921,9134,1002,1547,263,83,855,533,130,407,632,2211,755,296,420,9134,6861,1545,728,0,7075,282,205,542,776,874,1393,928,1438,317,320,64519,80387,5699,77711,2280,21436,1532,24575,109,12338,104,8411,256,4918,70,124,242,308,525,1105,776,1263,254,251,79432,90702,30106,2157,34140,53459,34665,59670,39567,18886,16523,14022,4777,2363,5469,418,10473,8592,8250,6650,6452,325,1600,342,250,216,34,92,1881,1632,1380,430,249,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3132,0500000US56025,"Natrona County, Wyoming",63369,43459,43312,41314,1998,147,19910,43312,(X),31469,20043,20014,19424,6152,4358,11952,9396,40905,34469,3568,115,594,550,1609,16.8,41314,12947,7062,9355,5593,6357,41314,3737,3109,2208,1448,4923,2413,608,1940,3281,9379,4207,2410,1651,41314,33103,5754,2290,167,32851,1699,815,3083,3370,4621,6377,4518,5098,1965,1305,60550,78892,26723,79474,9085,18593,5604,22381,1809,11319,764,2121,2211,20315,497,172,1051,1742,2486,4231,3115,4245,1670,1106,74875,94419,33082,12536,36449,50196,35475,55641,38493,79386,68702,56816,21179,10684,20280,1654,48413,39739,38032,31756,30540,2190,6276,1707,934,544,496,773,8674,6700,4574,2625,1974,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3133,0500000US56027,"Niobrara County, Wyoming",2086,1047,1047,1032,15,0,1039,1047,(X),1167,455,455,443,109,68,339,187,1011,732,38,3,115,23,100,18.0,1032,312,243,158,114,205,1032,206,75,0,0,83,87,18,64,83,147,64,17,188,1032,479,387,155,11,978,103,35,171,91,156,190,68,122,15,27,39359,55646,683,55481,339,18807,220,19039,51,13045,1,N,55,598,51,19,79,29,124,131,44,94,15,12,47083,61940,22688,380,30203,38372,28553,41250,31149,2142,1803,1454,743,339,503,67,1174,896,881,681,678,62,200,15,15,3,12,0,278,206,188,19,72,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3134,0500000US56029,"Park County, Wyoming",23980,15140,15123,14615,508,17,8840,15123,(X),12293,7429,7429,7043,1688,1120,4037,2744,14436,10617,1532,50,945,274,1018,16.6,14615,5275,2894,2808,2086,1552,14615,1487,1393,612,146,1744,452,228,501,925,3795,1941,742,649,14615,10927,2528,1105,55,11977,535,318,1029,873,1732,2813,1957,1755,419,546,62666,83367,9072,80322,4323,22365,2642,24401,457,11646,221,1892,592,8026,52,61,446,403,1019,2140,1595,1418,453,439,73884,97416,35059,3951,37179,52131,32262,51694,38800,28904,25431,20580,9411,3473,6392,839,16405,13457,13023,10998,10366,1049,2025,434,288,223,95,146,2948,2485,1850,749,463,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3135,0500000US56031,"Platte County, Wyoming",7113,4429,4425,4307,118,4,2684,4425,(X),3531,1892,1892,1839,534,321,1120,824,4198,3313,281,26,175,50,353,17.0,4307,1240,633,940,834,660,4307,587,384,163,54,586,587,81,134,93,806,421,141,270,4307,3085,709,513,0,3936,134,259,480,583,624,578,484,555,85,154,47096,70433,3039,69134,1358,19202,911,25623,151,11691,92,1923,276,2574,46,92,122,320,487,429,436,442,69,131,66174,77995,31553,1362,27906,55160,27351,44840,29289,8571,7710,6384,2782,861,1876,65,4720,3750,3632,3019,2934,157,613,118,75,75,0,43,970,835,660,219,135,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3136,0500000US56033,"Sheridan County, Wyoming",24230,15526,15491,15075,416,35,8704,15491,(X),12395,7245,7218,7113,1880,1260,4380,3403,14818,11601,1376,18,408,76,1339,15.6,15075,6210,2622,2946,1785,1512,15075,1311,1278,579,239,1384,768,307,726,1402,4434,1590,488,569,15075,10769,3168,1130,8,13159,447,655,1498,1194,1945,2358,1652,2009,860,541,58521,77032,10301,75364,4904,18480,2851,27178,380,11591,163,2096,511,8052,61,65,539,638,1075,1400,1396,1716,749,413,77590,92952,34059,5107,33829,49204,35366,49483,39190,29572,26708,22895,8357,2864,6793,279,17083,13937,13535,11630,11197,653,1905,402,285,204,81,117,3146,2636,1897,970,510,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3137,0500000US56035,"Sublette County, Wyoming",7812,5720,5720,5525,195,0,2092,5720,(X),3561,2371,2371,2294,669,406,1549,1276,5336,4180,436,18,262,39,401,20.4,5525,2094,628,1116,844,843,5525,1920,372,57,28,395,206,44,108,339,761,533,246,516,5525,3889,1290,336,10,3275,56,76,277,209,394,524,617,801,193,128,78680,87589,2871,78671,925,14262,594,23676,90,9159,44,13123,72,2275,51,71,116,134,220,346,448,655,149,85,89226,90741,33231,1000,53162,75932,38073,64712,47572,9929,8599,7599,2355,1330,2603,237,5662,4853,4694,3937,3886,145,757,159,51,33,18,108,809,581,484,122,228,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3138,0500000US56037,"Sweetwater County, Wyoming",33529,23348,23342,22129,1213,6,10181,23342,(X),16034,9932,9932,9422,3762,1982,7327,5019,21800,16473,3122,549,764,354,538,20.2,22129,6129,3260,4457,4534,3749,22129,3667,1335,1592,671,2296,2050,337,632,1152,4418,2244,871,864,22129,17443,3772,914,0,15871,776,601,1302,970,1700,2820,2600,3428,1011,663,73008,84961,13438,86499,3757,19178,2686,22291,375,9830,218,2328,915,10824,480,265,482,553,1042,1843,1769,2897,893,600,84882,96706,32624,5047,41701,54848,37366,68208,41821,43847,38607,33644,8959,5240,12445,1157,26809,21579,20558,17932,17478,831,2626,1021,516,415,129,505,5230,4308,3324,1299,922,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
3139,0500000US56039,"Teton County, Wyoming",18983,14527,14527,14317,210,0,4456,14527,(X),9062,6314,6314,6253,1305,858,3067,2519,14035,9370,761,569,1806,573,956,14.7,14317,5629,3604,2537,1626,921,14317,474,1264,193,170,1199,419,189,881,1593,2660,4023,760,492,14317,11748,1686,883,0,9158,198,209,573,434,859,1613,1383,1824,628,1437,83831,128868,7708,112885,2278,20664,1143,51114,75,N,122,8306,190,5305,45,0,98,110,585,708,759,1311,416,1273,110592,160020,53703,3853,62713,82541,40229,53454,53624,22995,20690,19193,4215,2305,4577,239,15318,13396,13248,11630,11516,402,1618,148,111,111,0,37,1922,1532,1366,283,390,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
